,0,1,2,3,4,mean,std
10,0.9999631409461451,0.9999725978589711,0.9999745957524184,0.9999618573413336,0.9999695352177853,0.9999683454233306,5.054645866944047e-06
20,0.9999867113546288,0.9999849309434135,0.9999875790376079,0.9999872748916018,0.9999871279827983,0.99998672484201,9.394659389557205e-07
30,0.9999898415758477,0.9999925774496251,0.9999891749293772,0.9999932898226105,0.9999894972013741,0.999990876195767,1.7079947582720234e-06
40,0.9999919121406394,0.9999751612439238,0.9999873543830469,0.999992616398698,0.9999922048578032,0.9999878498048222,6.624718806750171e-06
50,0.999993916827738,0.9999901574234829,0.9999635437804322,0.9999906191134665,0.9999923272154142,0.9999861128721068,1.136264311046476e-05
60,0.9999900449930763,0.9999949690194847,0.9999952520269736,0.999976502980552,0.9999893911795816,0.9999892320399336,6.8098215734703775e-06
70,0.9999952745180789,0.9999928312810036,-0.006132983646586289,0.9999910845498154,0.9999937361753518,0.7987679885755327,0.40245048611334505
80,0.9999854431980093,0.9999843169092939,0.9999894994773142,0.9999847498095884,0.9999893451935892,0.999986670917559,2.275601398039745e-06
90,0.9999951907067006,0.9999792684854389,0.9999912165651432,0.999994714983885,0.9999856703935598,0.9999892122269454,6.024325764933569e-06
