,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.102664597,0.093170654,0.087996488,0.086647939,0.089775728,0.064853945,0.102516667,0.083435872,0.079774389,0.085570197,0.087640648,0.010422789
4,0.050838826,0.058682196,0.037689617,0.049757995,0.052494903,0.039394806,0.044696014,0.039049735,0.059724366,0.060374222,0.049270268,0.008314362
8,0.028653039,0.030970273,0.028489911,0.022756335,0.028262282,0.029731531,0.023903468,0.029696183,0.033875902,0.029766263,0.028610519,0.003059889
12,0.026372552,0.029479233,0.022533191,0.02083858,0.026061502,0.02468391,0.022923581,0.023752087,0.019990933,0.023291342,0.023992691,0.002651585
16,0.020621666,0.018933006,0.016260532,0.019297424,0.01850732,0.020621751,0.017261543,0.016357503,0.017655802,0.022788656,0.01883052,0.001974305
20,0.018988915,0.017897952,0.018283477,0.015166619,0.016472643,0.01547536,0.016294453,0.015515976,0.016564155,0.016637192,0.016729674,0.001210962
24,0.015324664,0.016917247,0.016029376,0.018975332,0.015164288,0.01702437,0.017102393,0.016411939,0.01634916,0.01519076,0.016448953,0.001097488
28,0.014436862,0.015373175,0.016639361,0.015271023,0.014837717,0.015891791,0.016367058,0.013542276,0.014627647,0.013873502,0.015086041,0.000967801
32,0.014331602,0.015018489,0.014721391,0.014856977,0.015567871,0.011680282,0.01538861,0.014002034,0.014364927,0.014016612,0.01439488,0.001036523
36,0.01287124,0.01424895,0.01438981,0.01483441,0.01411898,0.01547034,0.01544532,0.01355839,0.01258998,0.01262152,0.01401489,0.00102618
40,0.01533885,0.01436656,0.01535528,0.01492791,0.01483617,0.01565592,0.01524114,0.01526322,0.01496159,0.01376514,0.01497118,0.00052441
44,0.015167867,0.014501944,0.015730538,0.014457291,0.014711986,0.01425812,0.014189184,0.013969916,0.013537526,0.014443514,0.014496789,0.000580739
48,0.015781605,0.014016223,0.014825213,0.013782576,0.01494905,0.015055429,0.014641527,0.014888017,0.014585838,0.014816821,0.01473423,0.000523149
52,0.015556883,0.014998833,0.014930863,0.015597297,0.015686615,0.015296925,0.016385903,0.015835173,0.015005402,0.014170977,0.015346487,0.000577606
56,0.016122329,0.015988438,0.015050383,0.0166659,0.016790738,0.015135326,0.017777125,0.014948202,0.015918901,0.018273682,0.016267103,0.001070535
60,0.015365954,0.016272881,0.016244868,0.017983941,0.01643482,0.016554291,0.016308135,0.015583087,0.016563367,0.018113086,0.016542443,0.000841285
