,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.937117934,0.961353423,0.95885447,0.943713147,0.940925671,0.959107528,0.942368017,0.941691186,0.947698981,0.946378371,0.947920873,0.008249432
4,0.977743868,0.979696699,0.984587645,0.973594949,0.975035079,0.984861358,0.971428104,0.982674984,0.983110554,0.978260457,0.97909937,0.004480621
8,0.995032051,0.995080603,0.995274952,0.993437871,0.995347523,0.993430226,0.995152061,0.992781896,0.99451115,0.994641881,0.994469021,0.000871739
12,0.995579281,0.996574763,0.996155906,0.996250795,0.995051455,0.996196326,0.995709713,0.995849835,0.994549607,0.996050053,0.995796773,0.000577304
16,0.997396066,0.997614229,0.996676937,0.996485707,0.997235053,0.996958218,0.997179633,0.997556696,0.995989712,0.997715957,0.997080821,0.000526321
20,0.997776192,0.997913442,0.997484566,0.997937079,0.997470421,0.997399964,0.998094355,0.998062443,0.997923371,0.997812684,0.997787452,0.000238685
24,0.997760924,0.998103876,0.998214797,0.997871473,0.998290875,0.997881906,0.998031079,0.998284649,0.998303303,0.997523563,0.998026645,0.000249607
28,0.998371948,0.997904711,0.997744571,0.998073188,0.997386539,0.998181412,0.998369017,0.998114771,0.998083813,0.998595499,0.998082547,0.000327127
32,0.998071489,0.998527442,0.998406728,0.998111992,0.998287667,0.998115603,0.998337815,0.997872411,0.998027545,0.998312168,0.998207086,0.000188984
36,0.9984164,0.99859584,0.99824177,0.99816455,0.99798995,0.99815171,0.9981157,0.99845054,0.99805759,0.99850918,0.99826932,0.00019765
40,0.99816457,0.99820495,0.99814023,0.99819307,0.9985581,0.99826821,0.99842332,0.99832106,0.99828709,0.9982071,0.99827677,0.00012289
44,0.998060867,0.998343532,0.998131359,0.998452799,0.99798269,0.99784189,0.998381255,0.998106413,0.998157383,0.998234391,0.998169258,0.000178663
48,0.99820446,0.997936175,0.997561505,0.998301339,0.998229804,0.998202408,0.998248554,0.998220987,0.998213881,0.998104443,0.998122356,0.000209833
52,0.99803036,0.997958776,0.998033352,0.99793839,0.998370764,0.997584404,0.997791118,0.997900618,0.997938411,0.998129328,0.997967552,0.000195247
56,0.998055739,0.997540123,0.99767995,0.997789804,0.997569628,0.998360929,0.997594309,0.997249374,0.998075462,0.997707949,0.997762327,0.000305094
60,0.997467098,0.997386682,0.997706167,0.998065767,0.997524224,0.997674013,0.997608996,0.997630925,0.997988987,0.997708078,0.997676094,0.00020217
