,0,1,2,3,4,mean,std
2,0.066028362,0.062864771,0.064032997,0.088903692,0.080095125,0.07238499,0.0103258
6,0.032326227,0.038970865,0.041241269,0.032361833,0.063225976,0.041625234,0.01136721
10,0.039807857,0.037672351,0.057407458,0.039228595,0.036353164,0.042093885,0.007751737
14,0.046886384,0.063044898,0.042295757,0.044905522,0.060214979,0.051469508,0.008470201
18,0.059239577,0.049813419,1.308139701,0.054623061,0.043911624,0.303145476,0.502522874
22,0.08696066,1.559817835,0.057671634,0.043712891,0.058796919,0.361391988,0.599377494
26,1.311058602,0.060132453,0.084451703,1.308660881,0.059460509,0.564752829,0.608444364
30,0.086206942,0.093411941,1.311838921,0.078166068,1.543809246,0.622686624,0.661489614
34,0.10281859,1.65457201,0.2218467,0.0924986,2.34739313,0.88382581,0.93919821
38,0.20064295,1.55243046,0.08804753,0.11041339,0.1366389,0.41763465,0.5686507
42,0.16028098,1.63098432,1.31272241,0.11670838,0.1166575,0.66747072,0.66463283
46,0.12567059,0.16131262,0.16156174,0.11826464,0.22208294,0.15777851,0.03675358
50,0.15315954,0.12838975,0.1503876,0.2879838,0.17805259,0.17959465,0.05643473
54,1.61521709,0.17097187,0.10543814,2.06484357,0.24780472,0.84085508,0.82934609
58,0.12502979,2.35970696,1.57393392,1.87914417,0.15448105,1.21845918,0.91574568
62,1.8007833,1.62465388,1.76637033,1.32543867,0.13536779,1.33052279,0.62065166
66,1.58665221,0.11373162,1.634161,1.7281534,1.56020054,1.32457976,0.60812245
70,0.27423457,2.33100665,0.15304425,1.79147005,1.83792555,1.27753622,0.88983825
