,0,1,2,3,4,mean,std
2,0.158591927,0.143838756,0.153188073,0.162161562,0.158105382,0.15517714,0.006348746
6,0.142774313,0.130126719,0.130209358,0.138071397,0.131109967,0.134458351,0.005103684
10,0.130746945,0.138420463,0.133136702,0.138202321,0.135079267,0.13511714,0.002947964
14,0.133755195,0.147531138,0.132557975,0.148230399,0.1265586,0.137726661,0.00864488
18,0.139139831,0.17193368,0.128987098,0.126565117,0.151765018,0.143678149,0.016691625
22,1.386873203,0.149313911,0.130288644,0.167060598,0.141311135,0.394969498,0.496096888
26,0.155828818,0.996353432,1.396917518,0.325044704,2.004802003,0.975789295,0.682999667
30,1.114386817,0.236778954,1.834785547,1.109853115,1.116977255,1.082556337,0.506780279
34,1.70991429,1.61172408,1.38124639,0.44525237,1.30472542,1.29057251,0.44765479
38,1.44918804,2.11671965,2.24830078,1.52537369,1.39140911,1.74619825,0.36117778
42,1.49595626,2.5048112,1.62742676,1.58853569,2.06828767,1.85700351,0.37932344
46,1.52605499,2.07438251,0.31809961,1.51107804,1.62158048,1.41023913,0.58345559
50,2.30306182,2.45605579,1.6256963,2.01516975,1.83836063,2.04766886,0.30163966
54,1.65628683,1.66322365,1.50024578,1.63902877,1.42404429,1.57656586,0.0968031
58,1.40967904,1.56619772,1.71536502,2.08403051,1.43044363,1.64114318,0.24708089
62,1.5379048,1.98044013,1.67544912,1.70102475,1.9984279,1.77864934,0.18091763
66,1.74160096,1.74477386,1.53567365,1.56533735,1.70284427,1.65804602,0.08953203
70,2.11739911,1.94515914,1.61790274,1.78450088,1.60538956,1.81407029,0.19600835
