,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.9993888324086392,0.9991124677260315,0.9994469084918461,0.9992401198940561,0.9991035454285244,0.9993942236281509,0.9990970093754217,0.9989365511455721,0.9993621600988294,0.9991360124270473,0.999221783062412,0.0001608032790675492
6,0.9998224777494306,0.9998142568772681,0.9998468452508126,0.9998357457948569,0.9998433749171405,0.9998458631464637,0.9998282142216132,0.9998403639657018,0.9998614698129279,0.9998023136127793,0.9998340925348994,1.6588345783220624e-05
10,0.9998985197850152,0.9998588069742707,0.9998942372680956,0.9998828800682711,0.9998685093009075,0.9999361695088003,0.9999243558856835,0.9998631114751547,0.9998665414448541,0.9998729303934768,0.9998866062104529,2.517445133639027e-05
14,0.9999025054942596,0.9999073244499118,0.999789784594321,0.9999315341849775,0.9999175466154038,0.9998658667766664,0.9998912911058312,0.9998579398765328,0.9999028540774666,0.9998749210383969,0.9998841568213768,3.82709576501026e-05
18,0.9998996196270049,0.9998769489250894,0.9998622868441438,0.9998584383344434,0.9999082544074724,0.9998848260089058,0.9998302605142988,0.9998428656663578,0.9999096183018571,0.9998232092162072,0.9998696327845782,2.9791143957531263e-05
22,0.9999253926902508,0.9998961085209013,0.9998791672984928,0.9999056630715926,0.9998038639213104,0.9998832160825583,0.9999154532382981,0.9998240196529048,0.9998499130138401,0.9999160751254256,0.9998798872615573,3.922188005727175e-05
26,0.9998278930373923,0.9997405834884574,0.9998516883283626,0.9998231198517543,0.9998595540841752,0.9998436224415793,0.9997957238331749,0.9998112234519403,0.9998580998660317,0.9998015528965756,0.9998213061279445,3.456429817200757e-05
30,0.9997097037580791,0.9997035733357483,0.9997889962006753,0.9995005606161779,0.999761555466492,0.999488088318659,0.9998085758779747,0.9997060183538549,0.999452029785693,0.999688850527623,0.9996607952240977,0.00012432509585372838
34,0.9997167799887868,0.9992004659761711,0.9993226524689521,0.9996242360452331,0.9993390792260156,0.9993626829788682,0.5798784510612639,0.9995590128119304,0.999652930726291,0.9994377706545381,0.9575094061938051,0.1258770843906795
38,0.9996181107003567,0.9992019601811193,0.9993466513838086,0.9994781632017106,0.7964636123167463,0.9996426407583612,0.999633215136397,0.9993019440959942,0.9995083483109996,0.9996969787292793,0.9791891624814772,0.06090871569492736
42,0.9995997165734078,0.9996020933249005,0.999437059827008,0.9988077064188651,0.9942186331439928,0.9936449376079216,0.9997083182396815,0.9996157608547456,0.9994967368447196,0.9995729975456583,0.9983703960380902,0.002235626870464398
46,0.9988939039016886,0.9995519471667611,0.9981816422637079,0.9982909076369443,0.9992221986403934,0.998889557536682,0.9992585071719159,0.9994105036086829,0.9991717528137103,0.9992999549136072,0.9990170875654092,0.00043610600722003616
50,0.9989100069418325,0.9873273581489044,0.6877584810357922,0.9980683829346785,0.5627044076243827,0.9987775311404058,0.5765160871222315,0.9982982536354571,0.9972001861326789,0.9990194876724765,0.8804580182388841,0.18037091714644338
54,0.6970434629284314,0.9958461421686438,0.998970780029887,0.999520563402072,0.9991863838016037,0.9993336599855775,0.9986819703932407,0.9974936010461242,0.691829643255183,0.9960836582979546,0.9373989865308718,0.12149311498826044
58,0.9993900845092014,0.6715655916427568,0.9951492212785709,0.5191581052841603,0.9969167775292702,0.9988571174670146,0.7011093852333159,0.9993702316506934,0.9988711742307085,0.99924098581848,0.8879628674644172,0.17404811365977435
62,0.9988388911609152,0.6841920322250813,0.690245417761735,0.9974274375126025,0.681357302630088,0.5681003249511155,0.9983128322107822,0.9978147293114565,0.9977624062502148,0.998777659124736,0.8612829033138727,0.17069002068942726
66,0.6042338657429225,0.6871836820651697,0.9382524576690314,0.4738719191504995,0.6376857803383086,0.9971147245779477,0.5212205768338971,0.6406301662147407,0.31681580356806877,0.8279619093843462,0.6644970885544932,0.1988669015426473
70,0.9923425184155787,0.6639075657341136,0.6768985600269534,0.9972809923174527,-0.07373489053220052,0.35305091622241597,0.9707446358607813,0.48545609573871085,0.6907390096467151,0.6909189850479754,0.6447604388478496,0.31364019332397186
