,0,1,2,3,4,mean,std
2,0.9984165721945528,0.9991776373248954,0.999816479449974,0.9996654335312694,0.9997200970993124,0.9993592439200008,0.0005205078985534801
4,0.9999510287037604,0.9999213190296989,0.9999347447399117,0.9999327534013399,0.9999087682842179,0.9999297228317857,1.4128418502684407e-05
8,0.9999589212620176,0.9999777054626703,0.9999769661417095,0.9999717186645262,0.999973980257448,0.9999718583576742,6.814227930452705e-06
12,0.999990629219663,0.9999794613102788,0.9999773360066005,0.9999762224826693,0.9999772990903811,0.9999801896219186,5.324511727569493e-06
16,0.9999876813589327,0.9999866129313573,0.9999832165413287,0.9999817264512709,0.9999851023941654,0.9999848679354111,2.1730788614168887e-06
20,0.9999843012672487,0.9999875958676115,0.9999810334965634,0.9999783494119217,0.9999907249310642,0.9999844009948818,4.4310501565041505e-06
24,0.9999691031938769,0.9999620140860777,0.9999747287834609,0.9999713874365521,0.9999827260289303,0.9999719919057796,6.796746644776497e-06
28,0.9999798121371188,0.9999819902729887,0.9999865315866816,0.9998644203371565,0.9999821034977812,0.9999589715663454,4.732603122956091e-05
32,0.99998832228289,0.9999717309829018,0.9999789799484003,0.9999890818301689,0.9999760897984009,0.9999808409685524,6.82511123380296e-06
36,0.9999477703538501,0.9999716852066663,0.9999757620045499,0.9999554722850635,0.9999567599763581,0.9999614899652975,1.0530404170997491e-05
40,0.9998766394914989,0.9999848165194335,0.9999878755160804,0.9999752266374752,0.9999216950405233,0.9999492506410022,4.350460947096978e-05
44,0.9999748009283517,0.9999815469104275,0.9999630362420142,0.9999442458341293,0.9999469581327446,0.9999621176095334,1.4754106463751282e-05
48,0.9999757435201728,0.9999610022860345,0.9999440965211851,0.9999524530907987,0.999980666226428,0.9999627923289237,1.376115469221093e-05
52,0.9999445382549065,0.9999754844964572,0.999972706914858,0.9999662079756464,0.9999745911584805,0.9999667057600696,1.1549074888885963e-05
56,0.9998939086445751,0.9999802388528065,0.9999616242844328,0.9999276637448654,0.9999248175654507,0.9999376506184261,3.0220124215540975e-05
60,0.9999648335301313,0.9999614666142876,0.9999561600988384,0.9999241096738123,0.9999419238759549,0.999949698758605,1.4996951122703237e-05
