,0,1,2,3,4,mean,std
2,0.0160426144268958,0.011576703363324316,0.00549058080233173,0.007383333607533406,0.006772456523796575,0.009453137744776366,0.0038756349770754377
4,0.002856833668845959,0.0036365423380413826,0.00328406652839587,0.0033284696912639603,0.003899298434216463,0.003401042132152727,0.00035180465946470257
8,0.002685524990909955,0.0019397308138394578,0.0019777163450462754,0.002182903146687083,0.002073811890261897,0.0021719374373489336,0.0002702453676354595
12,0.0012394008219839213,0.0019056519061955001,0.0019374884626559231,0.0021367231643321305,0.0019434009043620463,0.0018325330519059044,0.0003075682533931841
16,0.00142816182097796,0.0015160459736978616,0.0016596119194691695,0.0017625390170624622,0.001557473527275494,0.0015847664516965895,0.00011592872571128122
20,0.0016071344011847895,0.0014237317094951253,0.0017705101091444009,0.0019527255460005848,0.0012502738403404787,0.001600875121233076,0.00024775591843746405
24,0.0023023225575030544,0.0026215209745267397,0.00206084856172137,0.0021752431096839974,0.0016781523632653356,0.0021676175133400993,0.00030828807725477456
28,0.0018166256943655417,0.0018533645383035752,0.001482492942255927,0.004850591089146498,0.0017963794266546672,0.002359890738145242,0.0012524109411695536
32,0.0013830565930935152,0.0021521175305819333,0.0019001416530198122,0.001360019186556671,0.0019999309523716442,0.001759053183124715,0.00032650549870678793
36,0.0031644757672144442,0.0021580722469494553,0.001992889196366451,0.0027156814225325504,0.0029355658494631368,0.0025933368965052076,0.0004490615113058281
40,0.004532014679258181,0.0015775816357311617,0.0015298629975406025,0.0020265219024095255,0.0035734309031351854,0.002647882423614931,0.001199015801033032
44,0.002029108030063361,0.001761640252387851,0.0024561708126187094,0.0030412398629828044,0.002974719638757177,0.0024525757193619804,0.0005051513386391074
48,0.001985980910953876,0.0025333701358955883,0.003025246677853263,0.002831739808682498,0.0017996652774229047,0.002435200562161626,0.0004734423832020909
52,0.0030143085567780653,0.002037969785041054,0.002134605312273848,0.0023516483609042965,0.0020653815966177416,0.002320782722323001,0.00036381470317176323
56,0.004200122603930648,0.0017922782350199816,0.002499479467573796,0.003548482556482515,0.0035417185716198766,0.0031164162869253636,0.0008574304981452401
60,0.0024647009287860357,0.002553071881704737,0.002699341082891976,0.0035766831865911117,0.0030779434004495508,0.002874348096084682,0.00040899444729356507
