,0,1,2,3,4,mean,std
2,0.9992615655244246,0.9989729963264546,0.9997273920188554,0.9994694102968289,0.9997115730527695,0.9994285874438665,0.0002851284349352511
4,0.99990101367239,0.9999446162172584,0.9999016695409751,0.9998523330410208,0.9999030564902595,0.9999005377923809,2.9238525096293666e-05
8,0.9999682817780441,0.9999647851211301,0.9999597029777546,0.9999673308476144,0.9999711070147405,0.9999662415478567,3.844371443201876e-06
12,0.9999492405430401,0.9999804146729175,0.999965782646671,0.99997371516173,0.999982263589411,0.999970283322754,1.2008357317771138e-05
16,0.9999282137395722,0.9999758549466174,0.9999665908869687,0.9999707370280763,0.9999846973675042,0.9999652187937478,1.9464070324057855e-05
20,0.9999856889542562,0.9999840504070967,0.9999752907747825,0.9999757607522282,0.9999777056019109,0.999979699298055,4.329669185757931e-06
24,0.9999851661231569,0.9999813625498943,0.9999742943796017,0.9999815710696865,0.9999841067552543,0.9999813001755188,3.794229608149937e-06
28,0.9999670443067539,0.9999830948329868,0.9999855509702282,0.9999781646849586,0.999967370388389,0.9999762450366634,7.753940567529969e-06
32,0.9999657141801481,0.9999853877753828,0.9999672470040049,0.9999807684062881,0.999982052579853,0.9999762339891355,8.119618493281628e-06
36,0.9999829824213048,0.9999695380914894,0.9999598691098972,0.9999811636648134,0.9999590883287506,0.9999705283232512,1.0135954922107805e-05
40,0.9999295143885407,0.9999784078737453,0.9999764677794208,0.9999670918301571,0.9999786603132966,0.9999660284370322,1.874140423221273e-05
44,0.9999817115219373,0.9999746139155103,0.9999047361686412,0.9999804845204331,0.9999312534505055,0.9999545599154054,3.110323086455453e-05
48,0.9999343830839458,0.9999585621431565,0.9999817560599095,0.9999700579600963,0.999973254944594,0.9999636028383405,1.639252183264693e-05
52,0.9998400008055645,0.9999538620986483,0.9999687352049553,0.9999798438240627,0.9999579084886413,0.9999400700843744,5.084472124572049e-05
56,0.999949529320922,0.999944005791925,0.9999789412573279,0.9999802420061384,0.9999466490793163,0.9999598734911259,1.6199548849263965e-05
60,0.9999491890572589,0.9999408758042856,0.999964621535424,0.9999685330018581,0.9999626663694573,0.9999571771536567,1.0431196228179375e-05
