,0,1,2,3,4,mean,std
2,0.010975697288964057,0.012916788154143932,0.006658264198827964,0.009295469395457372,0.00687902964579208,0.009345049736637082,0.0023966166396763256
4,0.004099174870192152,0.0030043556544914383,0.004091790159667576,0.004937046003573182,0.004165626323788757,0.00405959860234262,0.0006160026097300047
8,0.002278222347348864,0.0023964008347765703,0.002644189931138784,0.00232958560223384,0.0021879033707660426,0.00236726041725282,0.00015430828836972496
12,0.002951437429469742,0.0018478869468070119,0.0026697078745813226,0.002121034817836415,0.0017014548011036533,0.002258304373959629,0.00047896829024545866
16,0.003605517450351057,0.0020546732573036124,0.00254323971669236,0.002219457500142489,0.0015799805715314638,0.0024005736992041967,0.0006779478313892741
20,0.0015539275768890438,0.0016439720590586144,0.0021636816101728786,0.002218798540056524,0.0019312720876757032,0.0019023303747705527,0.00026736780640191076
24,0.0016751595694879243,0.0019943014169567968,0.0020682111908493137,0.0019462562122456988,0.0016229217170354545,0.0018613700213150376,0.0001784329660997407
28,0.0023718405727058416,0.001769819815045544,0.0015367258331158667,0.0019019858499239263,0.0023963293106830136,0.0019953402762948385,0.0003383626497575136
32,0.0024178977675070675,0.001568223475207544,0.0023436878693285507,0.0018457875580575858,0.001751514471547978,0.0019854222283297454,0.0003357543271317327
36,0.0016779655849287417,0.0022649388648298156,0.0027116342812519307,0.001839363489906702,0.002714171860153639,0.002241614816214166,0.0004299486141342447
40,0.003574796834129688,0.0019583582360534614,0.001970899458698447,0.002387372569748317,0.001952037004616714,0.0023686928206493253,0.0006253402151663179
44,0.0017373862219880003,0.002098310035363721,0.004569668157098749,0.0018043660102043551,0.0036353497755053023,0.002769016040032025,0.001134683964294741
48,0.003495335087712732,0.002689221411983325,0.001749774631753069,0.0022434357408462773,0.0021256334364659047,0.0024606800617522615,0.0005979264232319416
52,0.005378886709771379,0.003136421134850335,0.0022960785490304058,0.0018220478231371743,0.0026579155641247455,0.003058269956182808,0.0012378072763053318
56,0.0031172893047857315,0.0030933406279031635,0.0018561172035597591,0.0018011899178129235,0.0029711497468446948,0.002567817360181254,0.000605806220714749
60,0.00292184728900156,0.003289225959275735,0.0025857617204146526,0.0022740738213817852,0.0026143695341194705,0.0027370556648386407,0.0003438993777489094
