,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.9992615655244246,0.9989729963264546,0.9997273920188554,0.9994694102968289,0.9997115730527695,0.9997316423885598,0.9996580066153844,0.9993470996482671,0.9975958708550594,0.9995821489537053,0.9993057705680307,0.0006155646368116304
4,0.99990101367239,0.9999446162172584,0.9999016695409751,0.9998523330410208,0.9999030564902595,0.9998581953687319,0.9998570677545673,0.999828535301562,0.9998730307395821,0.9997918167192433,0.9998711334845591,4.131841837992415e-05
8,0.9999682817780441,0.9999647851211301,0.9999597029777546,0.9999673308476144,0.9999711070147405,0.9999632512874808,0.9999708691539065,0.9999606638738242,0.999964606024105,0.9999655963123251,0.9999656194390927,3.668567501582257e-06
12,0.9999492405430401,0.9999804146729175,0.999965782646671,0.99997371516173,0.999982263589411,0.9999801406848204,0.9999751488294393,0.9999713435655452,0.9999762423585563,0.999960826391999,0.9999715118444129,9.761245190434423e-06
16,0.9999282137395722,0.9999758549466174,0.9999665908869687,0.9999707370280763,0.9999846973675042,0.9999822677876473,0.9999804810834149,0.9999746573804975,0.9999683701198389,0.9999810142127857,0.9999712884552924,1.548535105403096e-05
20,0.9999856889542562,0.9999840504070967,0.9999752907747825,0.9999757607522282,0.9999777056019109,0.9999798198039359,0.9999838469471792,0.9999782470568825,0.9999800232623404,0.9999782312631529,0.9999798664823766,3.3917144484302343e-06
24,0.9999851661231569,0.9999813625498943,0.9999742943796017,0.9999815710696865,0.9999841067552543,0.9999676427746449,0.9999763789133511,0.9999361015825259,0.9999691950057844,0.9999860510714101,0.9999741870225309,1.4102389201421791e-05
28,0.9999670443067539,0.9999830948329868,0.9999855509702282,0.9999781646849586,0.999967370388389,0.999983009618328,0.9999784716370486,0.9999812498250116,0.9999683430719958,0.9999678696151053,0.9999760168950805,7.1305780864652204e-06
32,0.9999657141801481,0.9999853877753828,0.9999672470040049,0.9999807684062881,0.999982052579853,0.9999528973725375,0.999980914283711,0.9999657047692271,0.9999797753261414,0.9999823932989552,0.999974285499625,1.0097130173150842e-05
36,0.9999829824213048,0.9999695380914894,0.9999598691098972,0.9999811636648134,0.9999590883287506,0.9999572391619532,0.9999787035546607,0.9999746705168493,0.9999615214896975,0.9999777568591374,0.9999702533198553,9.52313188171319e-06
40,0.9999295143885407,0.9999784078737453,0.9999764677794208,0.9999670918301571,0.9999786603132966,0.999982474287132,0.999974697312878,0.9999765870815438,0.9999805146914432,0.9999740617058827,0.9999718477264041,1.4659622158122775e-05
44,0.9999817115219373,0.9999746139155103,0.9999047361686412,0.9999804845204331,0.9999312534505055,0.9999649133197289,0.999979370139386,0.9999782302199477,0.9999708481955809,0.999976094262655,0.9999642255714326,2.4320496461688225e-05
48,0.9999343830839458,0.9999585621431565,0.9999817560599095,0.9999700579600963,0.999973254944594,0.9999547955814856,0.9999673828250828,0.9999745057013643,0.9999438478334424,0.9999872503252615,0.9999645796458339,1.579311458445291e-05
52,0.9998400008055645,0.9999538620986483,0.9999687352049553,0.9999798438240627,0.9999579084886413,0.9999267875853958,0.9999526381258298,0.9999556624415449,0.9999741103194478,0.9999800668058713,0.9999489615699962,3.933359964302777e-05
56,0.999949529320922,0.999944005791925,0.9999789412573279,0.9999802420061384,0.9999466490793163,0.9999709833085888,0.999967717084645,0.9999535046504685,0.9999787231186414,0.999972439796055,0.9999642735414028,1.3628114696905786e-05
60,0.9999491890572589,0.9999408758042856,0.999964621535424,0.9999685330018581,0.9999626663694573,0.9999702761975338,0.999962287823208,0.9999624916999956,0.9999812719484291,0.9999524050839029,0.9999614618521353,1.0907533839645841e-05
