,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.010975697288964057,0.012916788154143932,0.006658264198827964,0.009295469395457372,0.00687902964579208,0.0066077209014397086,0.007510384296290627,0.010312341837497813,0.019767232433356326,0.008249912594226647,0.009917284074599655,0.0038348425414259936
4,0.004099174870192152,0.0030043556544914383,0.004091790159667576,0.004937046003573182,0.004165626323788757,0.0048253540293816555,0.0048869266981378025,0.0052935155320731255,0.004612069733830699,0.005816944337271929,0.004573280334240832,0.0007379362698716434
8,0.002278222347348864,0.0023964008347765703,0.002644189931138784,0.00232958560223384,0.0021879033707660426,0.002497316921401722,0.002229816078613435,0.002602990457093477,0.002530168207511172,0.0023861788128274894,0.002408277256371139,0.00014849329088618713
12,0.002951437429469742,0.0018478869468070119,0.0026697078745813226,0.002121034817836415,0.0017014548011036533,0.0017988305726892042,0.0023034014798601573,0.0021963912670123773,0.002078490547935039,0.00253904230204655,0.0022207678039341473,0.000382242478870809
16,0.003605517450351057,0.0020546732573036124,0.00254323971669236,0.002219457500142489,0.0015799805715314638,0.0017286643137340192,0.0017808083489105463,0.002061769632703036,0.0023156961875578324,0.0017995555840132843,0.00216893625629397,0.0005550039400583904
20,0.0015539275768890438,0.0016439720590586144,0.0021636816101728786,0.002218798540056524,0.0019312720876757032,0.0018652335348278335,0.001639896787082674,0.0019271427910154712,0.0019813817182591674,0.0020941075991614405,0.0019019414304199352,0.00021709837514513448
24,0.0016751595694879243,0.0019943014169567968,0.0020682111908493137,0.0019462562122456988,0.0016229217170354545,0.0023442530538496306,0.0019909684440214035,0.003624314241121724,0.002245815292660184,0.0015309884516094083,0.0021043189589837535,0.0005642556157009486
28,0.0023718405727058416,0.001769819815045544,0.0015367258331158667,0.0019019858499239263,0.0023963293106830136,0.001712901633742204,0.0019319695578845514,0.001799407238280754,0.002350306548403452,0.0023023534393778076,0.0020073639799162964,0.00030223104507181225
32,0.0024178977675070675,0.001568223475207544,0.0023436878693285507,0.0018457875580575858,0.001751514471547978,0.003114921465482698,0.001792605888955961,0.002666550370449624,0.0018168607776456482,0.0017338404675387355,0.002105189011172139,0.0004784143159103791
36,0.0016779655849287417,0.0022649388648298156,0.0027116342812519307,0.001839363489906702,0.002714171860153639,0.00271366307214957,0.0019265484038269534,0.002084629912372607,0.002664274790192863,0.00196945481370328,0.00225666450733161,0.0003900599060020436
40,0.003574796834129688,0.0019583582360534614,0.001970899458698447,0.002387372569748317,0.001952037004616714,0.0018931531446321175,0.002055619757658046,0.0019980493071159134,0.001932732280267318,0.002087717358423001,0.0021810735951343025,0.000483092157791644
44,0.0017373862219880003,0.002098310035363721,0.004569668157098749,0.0018043660102043551,0.0036353497755053023,0.00243967509056999,0.0018485963780741532,0.0020990140752073245,0.0023166620903217407,0.0019993219030433385,0.0024548349737376672,0.0008747590913087423
48,0.003495335087712732,0.002689221411983325,0.001749774631753069,0.0022434357408462773,0.0021256334364659047,0.00292250269446236,0.0024405985522564385,0.002125521666494717,0.0030603062110556214,0.0015476904926978075,0.002440001992572825,0.0005746668813925127
52,0.005378886709771379,0.003136421134850335,0.0022960785490304058,0.0018220478231371743,0.0026579155641247455,0.0034971175676314172,0.0027737013906651703,0.003078546474031751,0.0020963704145688165,0.001830509721541016,0.0028567595349352215,0.0009980677993660645
56,0.0031172893047857315,0.0030933406279031635,0.0018561172035597591,0.0018011899178129235,0.0029711497468446948,0.0024305380801980235,0.0023833012163019724,0.0028020514732781253,0.001895505322736288,0.0021632771919979027,0.002451376008541858,0.0004922228817047852
60,0.00292184728900156,0.003289225959275735,0.0025857617204146526,0.0022740738213817852,0.0026143695341194705,0.0021986344759207044,0.0024893615833922705,0.002686347640828007,0.001760162899043434,0.0028348233498489027,0.0025654608273226525,0.0004018189968023853
