,0,1,2,3,4,mean,std
2,0.063260943,0.084737827,0.06130158,0.066667856,0.069823909,0.069158423,0.008317137
6,0.036559025,0.030119841,0.046568684,0.037414704,0.052515865,0.040635624,0.007923585
10,0.040576682,0.058150094,0.044545212,0.037341012,0.03931902,0.043986404,0.007463167
14,0.067842043,0.047715181,0.055083979,0.056416182,0.048525738,0.055116625,0.007236675
18,0.049512251,0.090733216,0.052949146,0.080726121,0.063578609,0.067499869,0.01590834
22,0.124667704,1.546422241,0.080345497,0.083631257,0.055490476,0.378111435,0.584576988
26,0.08720375,0.067233311,0.072158238,1.30869307,0.098544731,0.32676662,0.491088204
30,1.623929236,0.087756489,1.559256331,1.909309844,1.53851517,1.343753414,0.641911908
34,0.09475465,0.12543354,0.11463466,0.1273587,0.11150497,0.1147373,0.01169166
38,0.22545072,0.15584046,0.09739497,0.1178789,1.30851623,0.38101626,0.46579894
42,0.16627687,0.12707942,0.15600291,0.15834634,0.11231588,0.14400429,0.02067044
46,0.19177693,0.11367187,0.16773367,0.11744339,0.10706793,0.13953876,0.03386868
50,0.11335739,1.31192952,0.11923184,0.12659779,0.18224003,0.37067131,0.4712701
54,1.66033855,0.11527577,0.14292358,0.17146174,0.15386001,0.44877193,0.60605784
58,0.15952991,1.82815084,0.14405296,0.39583071,1.64609286,0.83473145,0.74441348
62,0.12742058,1.6205122,0.20221301,0.18801383,1.61535619,0.75070316,0.70853857
66,1.91557093,1.73490149,1.56492016,1.91003539,1.93120076,1.81132574,0.14250407
70,2.44874081,1.551406,0.15150104,1.95771844,1.3300129,1.48787584,0.76926822
