,0,1,2,3,4,mean,std
2,0.14000816,0.147579426,0.14434034,0.152370005,0.139154233,0.144690433,0.004899344
6,0.135950421,0.132955009,0.132891022,0.141230584,0.130640165,0.13473344,0.003660769
10,0.14479899,0.148316663,0.13532777,0.141747292,0.159864539,0.146011051,0.008136537
14,0.143468491,1.912092409,0.13881319,0.166349093,0.142339414,0.50061252,0.70580702
18,1.623602235,1.554999503,0.182593406,1.311260102,1.312146242,1.196920298,0.522587379
22,2.546973125,0.550341454,1.900071727,1.554069946,0.22604301,1.355499852,0.857851965
26,1.313800067,1.586983495,1.620277625,0.157208759,0.707848105,1.07722361,0.564552356
30,2.260944939,0.334764427,1.828856576,1.324518369,1.855329476,1.520882757,0.663299356
34,1.65821612,2.47072385,1.86364148,1.84195069,1.66165007,1.89923644,0.29855807
38,1.81402575,1.83893719,1.31776244,2.3288085,1.58926582,1.77775994,0.33341869
42,1.60078094,1.67118502,0.19993535,2.49165235,0.77312451,1.34733563,0.79054659
46,2.09403708,2.4363574,1.77321802,1.81687294,1.4755348,1.91920405,0.3245428
50,1.75780604,2.39073281,1.73864936,0.20354822,2.16767378,1.65168204,0.76529219
54,1.83393668,1.63847088,1.58489396,1.95679719,1.91807142,1.78643403,0.14907717
58,1.80970672,2.06835675,2.05013729,2.1428966,1.79308348,1.97283617,0.14348689
62,1.73767071,2.44367282,2.49173179,2.1109994,2.31293351,2.21940165,0.27459979
66,1.88953123,2.31036382,2.19599065,1.96429903,1.86924272,2.04588549,0.17594659
70,1.93009666,1.82498247,1.92396912,2.31145552,2.50668871,2.0994385,0.26290539
