,0,1,2,3,4,mean,std
2,0.997788487,0.997467045,0.997605445,0.997635747,0.997749931,0.997649331,0.000113863
6,0.997982738,0.997998666,0.998001459,0.997857666,0.998027011,0.997973508,5.96E-05
10,0.997840853,0.997919185,0.99786732,0.997764683,0.997204252,0.997719259,0.000262287
14,0.99771351,0.57216636,0.997776457,0.997347873,0.997821543,0.912565149,0.170199476
18,0.641928719,0.665388857,0.996154889,0.774262012,0.774227392,0.770392374,0.125321222
22,0.183424832,0.964935321,0.404354107,0.664913539,0.994253917,0.642376343,0.314852702
26,0.773658669,0.66644093,0.649555661,0.997355973,0.948006084,0.807003464,0.142671181
30,0.26343927,0.989725375,0.499765619,0.770897768,0.483649366,0.60149548,0.252165921
34,0.59970423,0.20857345,0.4620924,0.47929616,0.60017011,0.46996727,0.14301065
38,0.4885444,0.49968659,0.77220096,0.23900422,0.66955472,0.53379818,0.18186847
42,0.68488124,0.66903252,0.9959802,0.08655001,0.93013651,0.6733161,0.3207851
46,0.26700769,-0.065398,0.64911567,0.50072708,0.74219248,0.41872898,0.2904578
50,0.58185476,-0.0111592,0.60986077,0.9952109,0.38845661,0.51284477,0.32769014
54,0.46685458,0.65443048,0.66489232,0.33660011,0.38436959,0.50142942,0.13579143
58,0.52094039,0.42991191,0.21511445,0.36642265,0.52800192,0.41207826,0.1153139
62,0.56095825,0.20859973,0.43789771,0.30562158,0.18607334,0.33983012,0.1418081
66,0.41207419,0.11967858,0.29929466,0.32386207,0.45184548,0.321351,0.11525976
70,0.39800099,0.5015071,0.38498437,0.13263493,0.12546208,0.3085179,0.15201541
