,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.9993506970289445,0.9981208538782946,0.9987122353621879,0.9989582289696759,0.9990544696426544,0.9989139567094114,0.9951039476183757,0.9996480890060223,0.9990326289624014,0.998969864051834,0.9985864971229802,0.001219925409875778
4,0.9998449692521423,0.9998244992568793,0.9996436999693896,0.9997932948516302,0.9996863572618039,0.9995114882262401,0.999838344882402,0.9997386449775233,0.9997926945683999,0.9998462865911705,0.9997520279837582,0.00010376331942048391
8,0.9999338719208591,0.9999463947362335,0.9999041291397176,0.9999223767464789,0.9998959056202099,0.9999287096210485,0.9999279381491226,0.9999144405862568,0.9998939863444989,0.9999076942068846,0.9999175447071309,1.6324281099116997e-05
12,0.9999647525287114,0.9999611242763892,0.9999302632414139,0.9999631276087079,0.9999664170081576,0.999946383880588,0.9999633541263333,0.9999581856929171,0.9999664068682521,0.9999633040007841,0.9999583319232256,1.0877340805098136e-05
16,0.9999791999644341,0.9999758938181833,0.9999729207848104,0.9999802418145483,0.9999670806805302,0.9999615790869808,0.9999641564167937,0.9999627945416242,0.9999613266145814,0.9999666957178905,0.9999691889440377,6.912816083135167e-06
20,0.999974052376642,0.9999468435730324,0.9999613065772937,0.9999691515096348,0.9999709352470322,0.9999673579535576,0.9999760774228479,0.9999555533954948,0.9999742654723469,0.9999759542047482,0.999967149773263,9.24576027823747e-06
24,0.9999798913249526,0.9999383443268265,0.999978593864394,0.9999762216239722,0.9999554694299003,0.9999716532595818,0.9999539241569633,0.9999776230714944,0.9999728620316483,0.99997149748327,0.9999676080573001,1.3023507703343563e-05
28,0.9999712582243745,0.9999785690417798,0.9999764686569188,0.9999557235734885,0.9999620070617403,0.9999273888551865,0.9999819539341361,0.9999740111840366,0.9999478189790836,0.9999652934238104,0.9999640492934556,1.5872286569542842e-05
32,0.9999725035288414,0.9999031580867402,0.9999523324494616,0.9999323109128585,0.9999825251589192,0.9999594681143539,0.9999795916573114,0.999973842352784,0.9999839333145872,0.9999653363956392,0.9999605001971498,2.427901637556414e-05
36,0.9999748221471315,0.9999627618013904,0.999910305373798,0.9999747077698861,0.9999703334385521,0.9999549626179111,0.9999797885530304,0.9999720564233076,0.9999832559374292,0.9999769013950811,0.9999659895457519,2.012472733676495e-05
40,0.9999553253052885,0.999971806258619,0.999968627895635,0.9999803873288243,0.9999309501117067,0.9999702457310756,0.9999134316292079,0.9998183703968276,0.9999411413267334,0.9999216501651585,0.9999371936149076,4.5224772327752803e-05
44,0.9999472540236839,0.9998966930800907,0.9999049598692665,0.9999653150140199,0.9999451160797482,0.9999152380400003,0.9999611477799298,0.9999681091936952,0.999978229727071,0.9999113500697078,0.9999393412877213,2.8198309680662312e-05
48,0.9999177541692066,0.9998359284871411,0.9999791356607775,0.9999448679205013,0.9999612890309019,0.9999489141723746,0.999973105201807,0.9999445035044406,0.9999282856642662,0.9999809686653176,0.9999414752476735,4.040280715288797e-05
52,0.9999027494869821,0.9999340421211613,0.9999410498347265,0.9999756011282921,0.9999666336278399,0.9999745267556277,0.9999709071691287,0.9999456820117677,0.9999425085675886,0.9999481894799941,0.9999501890183108,2.148446980698218e-05
56,0.9999549944257256,0.9999281636861136,0.9999331448213329,0.9997655763227941,0.9999478795954732,0.9999445460142037,0.999941141730986,0.9997344366075005,0.9999389677603351,0.9999181616366027,0.9999007012601066,7.629546512865127e-05
60,0.9999381119673003,0.9999656385991195,0.9999092543035323,0.9999322239999793,0.9999047157858204,0.9998931132863547,0.999925147518825,0.9989082638124444,0.9998950327864063,0.9999608176698365,0.9998232319729616,0.00030592774757245056
