,0,1,2,3,4,5,6,7,8,9,mean,std
2,0.010265867588048394,0.017392779151988863,0.014443639233655844,0.01295061927917414,0.012373902810249858,0.013257385967594694,0.02805523320716224,0.007554915756102929,0.012527198541902882,0.012892990925919633,0.014171453246179948,0.005216682097561011
4,0.0050366180915979485,0.0053369604632356364,0.007635132513057421,0.005848580361256789,0.007110978852166215,0.008875477570854143,0.005129426623918938,0.006492315365711355,0.0057809103012703795,0.005002390917916828,0.006224879106098565,0.0012290137557022516
8,0.0032778347121680757,0.0029672605036909065,0.003977976441605961,0.0035589210091751438,0.00409717630314569,0.0035496393003410895,0.003425958425003362,0.003740275433012413,0.004160533797154691,0.0038628853236730995,0.003661846124897043,0.00035964551431806374
12,0.0024102049713984365,0.0025207570098778726,0.0033518587734013613,0.0024414658725374493,0.002359075958110751,0.0030409883786209385,0.002481768598708757,0.002605611258940077,0.0023604589713699625,0.0025980103655578964,0.002617020015852351,0.00030882659167235635
16,0.0018687400977647026,0.002046393030565522,0.0022133092315029393,0.001805159715433982,0.0023081243984742826,0.002527422276251715,0.0024274848746115366,0.002453503322512046,0.002498820789013431,0.0023329936537498782,0.002248195138988004,0.0002465901877090269
20,0.002055415572464644,0.0030784862857685504,0.0025351669989118076,0.0022373171534466724,0.002174658296906674,0.0023582587821624336,0.001981784809895286,0.0028597882928414003,0.0020953647155922636,0.0019996868446380688,0.00233759277526278,0.00035731708433676593
24,0.001815475331874875,0.003189603648768214,0.0019343288517794962,0.0020176992109366735,0.002688173930245913,0.00229009516342098,0.0028307891184693986,0.002088535470584036,0.002094520628671088,0.0022017221831685703,0.0023150943537919248,0.0004202857691649733
28,0.002334019066694238,0.002126248598688255,0.001952960758849916,0.0026714100696878075,0.0025908153504821136,0.0038956695231074975,0.001742706442266335,0.00250781499307482,0.0029709312006301735,0.002399163818042485,0.0025191739821523638,0.0005704240783198854
32,0.002209201983027451,0.004163593473811274,0.0027789278557928906,0.0033229938352035793,0.0017094890943288377,0.002710976204441983,0.001839286292581129,0.002065986139489607,0.001670802678033459,0.002474885691498016,0.0024946143248208226,0.0007476271993240827
36,0.002068529756592221,0.0024994238671641024,0.003915377553721979,0.0021188191369824593,0.002195859439728227,0.0028018312151128926,0.0018249678977265294,0.0022787447919661403,0.0016972890893933092,0.0020003170400577,0.0023401159788445564,0.000605093712249797
40,0.003103986982075209,0.002165588217562734,0.002307517972893819,0.0017805010110810747,0.0034612911014481654,0.0022390146373258957,0.0037728321542598365,0.005724137713429288,0.0032453492282781644,0.003733557171439853,0.003153377618979404,0.0010884348812568152
44,0.0029325541366843877,0.004081325292126263,0.0039925626309660935,0.002407421846670525,0.0030599311968022686,0.003718086674043876,0.002501824435218097,0.002281752525309695,0.001896251257217559,0.0038440421738916955,0.003071575216893046,0.0007531852153266904
48,0.0036820474291776473,0.00530974359436794,0.0019125941237505167,0.0030356391687652116,0.002550019474144343,0.00290231366044728,0.002155649112429921,0.003029563280842363,0.0036668859084354887,0.0017973948606542457,0.003004185061301496,0.0009899734415423735
52,0.004039842262514851,0.003290848696126075,0.0032695447627877077,0.002123208526685,0.002339006294871293,0.0021711271135447527,0.00229421226400302,0.0031125094927631396,0.003108028354485338,0.0028888135735455297,0.002863714134132671,0.0005899418946463161
56,0.002721844142144665,0.0034054860400067532,0.003328401697303936,0.006254831011946128,0.003174310427079526,0.003051561497635644,0.003541825340049776,0.006933111285356599,0.003237910096623667,0.0037184233259622747,0.003936770486410897,0.0013615023996828512
60,0.0031965318078408995,0.002418288041173391,0.003876490721938359,0.0033298598724283307,0.003958560454632444,0.004210311551331513,0.003650115470691999,0.014111125514698076,0.004139525171046978,0.002670541751839743,0.004556135035762173,0.0032358771215570277
