,0,1,2,3,4,mean,std
2,0.9975134590713219,0.9978090679844348,0.9979730620670061,0.9964492043196955,0.9959178394558882,0.9971325265796693,0.0008064380770631511
4,0.9993587261206882,0.9993789959352515,0.9990612044357265,0.9980749712853649,0.9992647321603021,0.9990277259874667,0.0004894866533923837
8,0.9997487593048093,0.9998258104650303,0.9997995529923323,0.9997730379094603,0.9997660117487115,0.9997826344840688,2.7078916517037906e-05
12,0.9998520289902868,0.9998384456668522,0.9998682419502999,0.9998664017681901,0.9997582953138504,0.9998366827378959,4.0650727616179804e-05
16,0.9999087646770806,0.9998507222158487,0.9998662716965152,0.9998464056017174,0.9998989547714279,0.999874223792518,2.5274911277397623e-05
20,0.9999031820630506,0.9999415070015047,0.9999170231001991,0.999912629850496,0.9999371656797431,0.9999223015389986,1.4674810426877007e-05
24,0.9999482425124977,0.9999311503316821,0.9999215928513209,0.9999328317632649,0.9999158669496331,0.9999299368816796,1.1068285778482826e-05
28,0.9999437530303763,0.9999396200789041,0.9999474586276763,0.9999496016186658,0.9999461471493761,0.9999453161009997,3.421537114131268e-06
32,0.9999045815845464,0.9999312482219326,0.9999313255686035,0.9999075574275729,0.999922305618238,0.9999194036841788,1.1409417664430809e-05
36,0.9999029804134449,0.9999232541866467,0.999916230478591,0.9999266619070912,0.9999438649504505,0.999922598387245,1.3376278507980369e-05
40,0.9999297735429317,0.9998872338644592,0.9998869653874168,0.9998750744155647,0.9998430627371673,0.999884421989508,2.7817633991456774e-05
44,0.999820550736679,0.9998857000185067,0.9999138731836709,0.9999083536950009,0.9999404185470768,0.9998937792361868,4.05440348115519e-05
48,0.9996662316734206,0.999905199635304,0.9999576191540124,0.9997562338136572,0.9999390907070531,0.9998448749966894,0.00011401544052597015
52,0.9998899233479668,0.9999034545062239,0.9998803024181031,0.9999145459719293,0.9998389967526844,0.9998854445993814,2.598134064525733e-05
56,0.9998615423023316,0.9998365419567568,0.9999089385269585,0.9997883835248207,0.9998612016239987,0.9998513215869732,3.924647006848139e-05
60,0.9998994698043856,0.9999250464678984,0.9998545607240985,0.9998610347307595,0.9998018729394925,0.999868396933327,4.206133034302863e-05
