,0,1,2,3,4,mean,std
2,0.015470218527758163,0.016824775050170243,0.0294641447520583,0.031102938922474236,0.028169756887492434,0.024206366827990676,0.0066591828389828914
4,0.008562547450503404,0.010188736909852716,0.01136536249126999,0.009271487724944788,0.008652018201241004,0.00960803055556238,0.0010531563059289907
8,0.005825262038405526,0.005218500637362178,0.00623200736829577,0.007108154758077928,0.006431721780381273,0.006163129316504536,0.0006287188277694866
12,0.004013541569758837,0.004621623755747828,0.005030457971216083,0.0038967028973727414,0.0035874398873071544,0.004229953216280528,0.000522480014521485
16,0.003909608759841718,0.0034815831038200505,0.0036417934257542426,0.0038212562271322183,0.003397437985553521,0.0036503359004203496,0.00019439342030719945
20,0.0032542616930650724,0.004020844149747701,0.003381231435930965,0.0033837271211486163,0.0028859269959127577,0.0033851982791610223,0.0003661911459333328
24,0.0030193636573113388,0.0036500108939232618,0.0035619626003601246,0.004261721039611345,0.003318847297367707,0.0035623810977147554,0.00041253658338364605
28,0.004161956325874833,0.0033550387026048205,0.004260073143697593,0.0034487735948168087,0.003428813913293285,0.003730931136057468,0.0003944507052606671
32,0.0027671812671745013,0.0037173271040319513,0.004257899381912077,0.003334281363523445,0.003928255368925499,0.003600988897113495,0.0005135245620645144
36,0.004155472850722258,0.003515230733298666,0.0020344942491954208,0.0074073317963037665,0.004264347494148473,0.004275375424733717,0.00175630392305686
40,0.00310041773882248,0.00634565654481728,0.003689542071877921,0.004128107979209276,0.0038011054423720395,0.0042129659554198,0.0011168648266066058
44,0.0034153754086555634,0.0038359641693665814,0.004109894034079357,0.003529776301818932,0.003397606776113309,0.0036577233380067483,0.0002753149908929582
48,0.002915514152001293,0.004056126942528224,0.0035291549417247156,0.0046397270598951285,0.0038742745779927926,0.0038029595348284305,0.000571294621962278
52,0.003260728876028607,0.005094230944904165,0.005029834258533314,0.0057505095672442845,0.006577685840377655,0.005142597897417605,0.0010941224809274527
56,0.01881619206526999,0.005277070976663971,0.0038528639029064065,0.004864784548563687,0.005354497363144738,0.007633081771309757,0.005617084764583121
60,0.004239970949492487,0.005020076569804329,0.0046540035256932505,0.00236015406491993,0.005260582846937985,0.004306957591369597,0.001032754749858753
